session_id,player_id,game_id,play_time_minutes,score
2478,969,21,134,544
2479,242,9,116,179
2480,3447,29,158,115
2481,4235,15,100,27
2482,2145,33,155,114
2483,147,37,125,899
2484,543,47,22,219
2485,692,36,92,737
2486,1026,28,72,754
2487,4051,10,64,178
2488,4006,23,134,393
2489,3360,28,98,819
2490,2952,34,53,711
2491,730,5,170,776
2492,4500,18,163,785
2493,2556,6,172,705
2494,1151,42,84,593
2495,1736,47,131,679
2496,1039,23,57,65
2497,2913,28,68,21
2498,4841,41,37,335
2499,2541,13,62,100
2500,4415,50,54,351
2501,1243,25,68,841
2502,773,7,135,872
2503,1917,2,129,929
2504,3413,16,65,175
2505,2500,2,128,271
2506,3441,36,142,48
2507,3546,2,70,353
2508,1214,49,34,612
2509,2932,38,29,574
2510,419,10,175,935
2511,3782,14,124,311
2512,4961,27,92,353
2513,789,15,14,875
2514,1872,21,98,844
2515,4591,12,130,943
2516,2026,43,103,36
2517,2447,33,92,907
2518,4824,40,24,718
2519,561,22,121,733
2520,2652,38,107,734
2521,3905,44,103,348
2522,540,48,127,353
2523,4756,18,78,543
2524,3137,44,159,363
2525,3290,2,55,662
2526,2611,29,83,585
2527,4913,7,169,583
2528,1945,31,7,276
2529,3146,41,161,202
2530,2759,18,179,907
2531,3261,9,84,944
2532,4108,8,73,508
2533,1896,33,25,614
2534,2501,5,46,174
2535,2830,48,122,210
2536,3874,14,25,252
2537,48,13,134,353
2538,2365,11,139,317
2539,2257,20,39,805
2540,4673,23,34,865
2541,754,45,176,365
2542,2803,27,178,153
2543,4650,15,59,295
2544,3653,30,5,655
2545,403,16,129,530
2546,2087,45,115,945
2547,2228,40,133,951
2548,3411,18,67,540
2549,2991,47,90,364
2550,4644,42,81,933
2551,1150,23,126,700
2552,63,36,159,675
2553,4940,38,19,340
2554,3154,8,131,265
2555,1009,39,141,174
2556,2032,29,73,982
2557,1323,12,63,683
2558,2082,18,155,507
2559,752,50,112,627
2560,4145,19,117,363
2561,658,36,111,957
2562,1661,33,143,250
2563,701,5,28,518
2564,1081,39,76,485
2565,2157,28,115,196
2566,1541,26,110,274
2567,3033,43,163,365
2568,1984,21,154,544
2569,315,23,18,663
2570,3082,21,9,534
2571,4734,11,131,254
2572,2315,42,21,85
2573,2136,39,86,867
2574,1650,16,75,180
2575,3220,33,94,877
2576,3801,27,176,148
2577,2479,1,83,337
2578,4068,44,97,613
2579,1776,16,69,90
2580,1967,5,136,548
2581,1768,46,13,48
2582,3816,18,40,920
2583,242,41,126,38
2584,4798,34,164,541
2585,2950,44,92,554
2586,4837,25,125,205
2587,4877,42,150,225
2588,2257,34,147,437
2589,4112,15,24,31
2590,3369,4,62,637
2591,367,4,44,94
2592,2828,25,70,432
2593,1253,41,93,1
2594,2488,13,145,510
2595,4786,42,17,302
2596,3604,46,66,486
2597,3522,25,160,610
2598,4943,3,50,534
2599,4518,35,147,389
2600,1644,48,97,852
2601,1213,9,176,729
2602,4704,14,27,733
2603,20,22,105,296
2604,676,48,71,511
2605,4478,9,118,809
2606,609,24,70,989
2607,62,23,54,948
2608,1266,37,145,583
2609,2286,45,6,678
2610,1155,15,38,224
2611,1629,36,44,649
2612,1627,14,73,209
2613,3717,20,157,111
2614,1443,39,81,739
2615,1654,36,32,744
2616,2503,27,117,502
2617,3270,17,60,561
2618,282,26,116,330
2619,4982,41,158,747
2620,1025,4,159,391
2621,4819,3,30,768
2622,3404,19,19,711
2623,1236,41,54,708
2624,4183,40,138,512
2625,4761,39,72,450
2626,4958,7,136,282
2627,786,36,162,364
2628,3318,19,81,188
2629,1668,12,13,124
2630,3009,20,174,687
2631,3195,38,18,790
2632,4790,12,44,939
2633,3776,29,135,486
2634,2447,30,173,935
2635,3791,20,37,906
2636,534,4,83,876
2637,402,2,64,650
2638,3664,47,68,867
2639,130,30,66,613
2640,2340,23,83,798
2641,4372,6,139,955
2642,2960,18,80,310
2643,1859,22,54,407
2644,2974,37,43,317
2645,4151,4,179,146
2646,3650,43,109,500
2647,2787,11,74,351
2648,3098,41,30,807
2649,3513,35,62,357
2650,4861,11,77,272
2651,1221,34,56,945
2652,642,9,148,866
2653,3315,31,52,509
2654,724,42,31,11
2655,4898,32,165,142
2656,738,43,155,166
2657,4854,35,177,268
2658,1300,49,104,93
2659,3481,11,26,105
2660,340,17,46,786
2661,153,36,113,712
2662,1422,2,37,312
2663,3052,24,113,603
2664,427,46,142,235
2665,3559,15,51,59
2666,1136,28,100,746
2667,2373,3,129,695
2668,3330,29,83,408
2669,950,45,43,359
2670,1374,13,126,232
2671,957,50,50,899
2672,1702,22,76,947
2673,2942,31,55,638
2674,2483,7,29,100
2675,1304,48,86,646
2676,371,48,147,744
2677,2981,26,62,579
2678,2297,31,30,86
2679,4799,38,45,747
2680,2126,38,48,107
2681,2967,4,89,453
2682,4146,35,26,940
2683,2743,33,114,648
2684,4022,3,41,376
2685,2365,19,122,776
2686,763,9,105,980
2687,4063,46,146,386
2688,1005,19,8,844
2689,3756,19,28,62
2690,2847,26,69,229
2691,350,13,70,977
2692,2965,22,17,374
2693,687,48,31,237
2694,4638,8,120,990
2695,3127,24,85,860
2696,4457,26,125,246
2697,2756,48,113,385
2698,3525,41,149,670
2699,3625,41,73,37
2700,2733,3,61,243
2701,1694,7,76,518
2702,2893,50,112,359
2703,3812,2,77,393
2704,4181,33,22,76
2705,685,12,20,442
2706,4341,48,100,768
2707,2920,12,44,36
2708,3757,10,43,408
2709,3284,41,60,349
2710,4692,27,121,577
2711,4027,18,58,611
2712,1157,4,176,983
2713,3062,40,50,843
2714,4446,23,164,260
2715,2330,21,170,823
2716,1293,36,47,462
2717,1885,30,8,553
2718,1561,48,9,447
2719,984,21,117,48
2720,2068,23,62,813
2721,1864,21,41,70
2722,1980,8,158,245
2723,1737,39,13,1
2724,2453,13,19,834
2725,1919,40,92,899
2726,701,22,103,61
2727,4047,7,109,879
2728,2074,24,158,847
2729,4662,5,109,538
2730,3754,50,31,341
2731,395,26,87,66
2732,1957,10,163,880
2733,3049,11,36,377
2734,3453,40,134,656
2735,523,38,22,725
2736,1563,11,32,947
2737,2910,48,75,838
2738,2850,30,121,56
2739,550,4,104,285
2740,1469,2,92,455
2741,833,13,96,722
2742,4483,39,157,454
2743,1422,17,43,192
2744,286,23,136,911
2745,2746,45,56,625
2746,3766,10,126,504
2747,4465,13,72,121
2748,1446,42,61,871
2749,1467,39,17,478
2750,1777,42,67,102
2751,3656,29,75,666
2752,915,16,157,585
2753,288,3,27,353
2754,4191,36,34,174
2755,2089,4,117,13
2756,4427,36,139,897
2757,1805,16,58,678
2758,1179,41,113,566
2759,2552,6,149,469
2760,4371,42,101,25
2761,1589,28,64,43
2762,1957,36,70,580
2763,1776,23,170,37
2764,4863,12,145,847
2765,988,42,56,523
2766,1204,31,36,104
2767,3331,12,13,755
2768,1120,32,21,363
2769,197,25,130,489
2770,3976,29,86,272
2771,526,19,44,792
2772,4728,22,108,703
2773,1411,24,132,87
2774,4504,33,160,650
2775,1293,36,22,657
2776,1195,45,145,675
2777,1949,40,165,770
2778,3656,46,147,338
2779,4787,16,170,325
2780,2218,2,10,598
2781,4255,8,49,999
2782,3581,13,102,838
2783,1018,30,123,366
2784,3154,1,82,875
2785,3591,12,52,750
2786,4208,49,115,776
2787,4070,7,173,705
2788,48,48,87,639
2789,3664,14,108,121
2790,4472,42,78,755
2791,828,35,59,558
2792,4723,28,65,945
2793,2090,12,6,319
2794,2057,40,120,364
2795,819,48,6,623
2796,4753,24,80,302
2797,3985,1,14,74
2798,3681,17,80,450
2799,1812,38,171,380
2800,4886,28,6,297
2801,3115,33,125,304
2802,1630,24,69,29
2803,1544,47,85,7
2804,3580,45,89,420
2805,1905,6,48,852
2806,1437,21,38,7
2807,3318,45,77,750
2808,3521,4,110,190
2809,3060,33,177,127
2810,4117,10,164,522
2811,999,36,9,255
2812,1432,13,114,232
2813,4553,36,73,376
2814,3062,48,58,697
2815,265,9,42,632
2816,3732,31,141,929
2817,2275,4,65,678
2818,3876,20,99,655
2819,3318,8,25,838
2820,2047,27,40,899
2821,3145,36,5,351
2822,3222,9,154,612
2823,3141,43,147,429
2824,4901,24,50,21
2825,1254,37,69,710
2826,723,41,10,268
2827,84,40,172,81
2828,4836,30,167,681
2829,3371,26,85,929
2830,3820,4,155,510
2831,3365,1,152,12
2832,1758,20,32,993
2833,4319,28,169,924
2834,2781,45,139,893
2835,3288,24,53,942
2836,2453,28,28,196
2837,329,28,84,606
2838,426,5,17,266
2839,770,32,96,830
2840,3976,30,139,869
2841,608,21,19,50
2842,1853,42,91,187
2843,2673,16,155,302
2844,2125,8,128,3
2845,1301,12,73,774
2846,466,32,95,342
2847,1965,25,64,30
2848,1946,3,14,629
2849,2540,26,55,720
2850,2361,36,68,201
2851,2040,17,110,597
2852,1185,27,60,541
2853,3935,22,164,156
2854,3218,45,155,720
2855,2783,38,95,42
2856,778,35,89,84
2857,3380,46,111,405
2858,2419,7,83,687
2859,4078,3,113,742
2860,4263,6,106,359
2861,2440,13,152,431
2862,4832,46,147,879
2863,1990,15,33,952
2864,1067,26,74,149
2865,945,48,84,922
2866,29,33,69,982
2867,1898,15,20,318
2868,1698,39,58,259
2869,2815,41,101,857
2870,3366,47,11,486
2871,2489,14,64,889
2872,1666,19,14,976
2873,4620,28,57,2
2874,1571,24,12,336
2875,1734,50,130,746
2876,760,41,89,935
2877,2158,33,94,338
2878,1352,12,41,998
2879,3477,10,136,593
2880,1269,7,88,763
2881,1786,46,108,923
2882,3950,1,27,884
2883,2608,15,141,910
2884,399,1,170,306
2885,2631,45,49,665
2886,2447,20,177,290
2887,1670,2,150,381
2888,239,3,50,847
2889,3537,36,6,782
2890,3862,16,21,900
2891,3104,29,122,173
2892,1147,44,20,23
2893,1558,36,114,1
2894,3739,44,177,698
2895,2158,39,52,163
2896,3452,3,156,499
2897,300,37,99,556
2898,3699,44,96,350
2899,4054,12,165,93
2900,4860,20,110,203
2901,249,23,107,122
2902,2569,22,136,36
2903,4130,32,5,629
2904,4324,7,37,952
2905,4681,22,135,852
2906,2861,44,105,139
2907,724,2,49,633
2908,570,14,25,743
2909,220,16,77,228
2910,1395,24,61,418
2911,2835,7,172,917
2912,2123,4,66,492
2913,4232,37,175,739
2914,4001,46,125,884
2915,4350,41,178,327
2916,3090,5,28,730
2917,50,2,156,154
2918,515,5,142,355
2919,2792,3,103,6
2920,2779,42,72,514
2921,2619,8,61,3
2922,1838,26,176,727
2923,4672,10,79,775
2924,1166,34,111,44
2925,4999,46,52,204
2926,2250,36,81,200
2927,415,12,159,915
2928,2269,20,34,249
2929,1105,29,50,211
2930,4859,14,144,132
2931,4659,48,124,685
2932,3357,5,64,68
2933,2417,48,151,290
2934,1935,27,108,960
2935,204,4,72,654
2936,69,29,166,528
2937,516,3,122,331
2938,3564,33,128,429
2939,4457,30,121,759
2940,1465,36,11,739
2941,1653,9,86,444
2942,707,1,174,170
2943,1626,48,57,377
2944,4753,23,140,846
2945,3786,3,154,205
2946,1346,32,30,602
2947,344,24,178,625
2948,3787,6,121,21
2949,536,13,85,136
2950,355,49,176,302
2951,3543,15,168,724
2952,983,30,45,2
2953,1346,12,115,435
2954,3010,40,86,798
2955,527,48,159,12
2956,931,35,74,513
2957,2757,28,102,366
2958,2283,4,173,973
2959,1947,7,9,774
2960,3928,47,161,796
2961,2542,43,126,899
2962,1917,16,16,131
2963,3361,22,157,855
2964,1594,46,166,745
2965,2926,45,79,916
2966,3626,41,28,754
2967,1224,25,119,684
2968,1960,50,117,382
2969,966,3,67,923
2970,4993,22,142,997
2971,3679,31,137,263
2972,4313,37,93,553
2973,623,22,32,144
2974,4449,27,49,392
2975,4788,2,115,493
2976,4727,22,172,444
2977,2373,17,128,851
2978,2949,48,95,324
2979,3300,20,140,866
2980,1169,24,31,808
2981,4750,45,149,924
2982,392,31,176,459
2983,3810,43,35,565
2984,2408,8,9,671
2985,4865,5,64,222
2986,4893,2,93,734
2987,4261,4,151,960
2988,4829,35,105,888
2989,581,34,46,554
2990,821,3,27,580
2991,1248,48,125,882
2992,124,20,113,99
2993,4440,9,81,715
2994,1875,6,21,207
2995,524,47,118,271
2996,3124,5,62,916
2997,4225,41,135,160
2998,3199,38,100,665
2999,2786,35,49,898
3000,2119,31,39,790
3001,1211,13,6,88
3002,1027,26,51,693
3003,4118,22,7,339
3004,4262,32,161,46
3005,498,15,132,755
3006,4530,11,24,760
3007,2806,16,166,752
3008,4933,47,44,117
3009,1694,6,113,675
3010,4759,46,69,802
3011,725,11,94,170
3012,376,10,67,416
3013,4399,16,60,516
3014,2453,12,164,771
3015,3860,7,70,569
3016,1687,39,100,435
3017,4804,27,173,199
3018,257,24,161,458
3019,4495,50,120,874
3020,3601,15,91,433
3021,51,6,55,410
3022,595,19,16,649
3023,4914,8,48,378
3024,4732,47,142,829
3025,3874,36,87,889
3026,3437,50,94,748
3027,1073,13,13,147
3028,1477,33,161,799
3029,4871,32,161,815
3030,3021,28,96,218
3031,1665,40,129,176
3032,4493,49,68,465
3033,2731,10,135,793
3034,1396,33,119,889
3035,3898,1,127,162
3036,4625,21,136,283
3037,4781,5,146,832
3038,4046,1,106,481
3039,2661,21,81,886
3040,2234,25,160,409
3041,3323,20,67,697
3042,4198,45,171,5
3043,4219,9,112,49
3044,2102,16,152,816
3045,1307,28,32,441
3046,1638,40,128,45
3047,1141,46,146,216
3048,616,49,81,208
3049,4653,36,79,345
3050,4210,39,106,404
3051,1567,49,43,607
3052,977,24,147,24
3053,4797,16,77,351
3054,1317,14,135,124
3055,2340,48,9,872
3056,4357,34,96,501
3057,2097,24,174,62
3058,379,47,147,338
3059,3466,11,7,321
3060,2272,45,167,162
3061,1047,36,139,335
3062,1008,1,98,463
3063,110,47,156,288
3064,2772,12,163,242
3065,3884,21,82,305
3066,2601,9,84,151
3067,3244,39,119,94
3068,1006,3,8,406
3069,4794,16,135,336
3070,306,4,132,96
3071,959,26,13,804
3072,954,46,72,355
3073,2669,13,122,62
3074,3539,20,92,759
3075,2678,19,143,439
3076,1631,27,168,318
3077,1792,2,129,786
3078,2604,10,76,916
3079,1972,25,134,550
3080,67,19,54,615
3081,835,15,7,82
3082,206,39,71,711
3083,2834,47,89,409
3084,4251,49,119,104
3085,1715,24,66,178
3086,1533,16,18,571
3087,3146,17,126,767
3088,3121,16,27,337
3089,708,18,127,205
3090,179,49,81,209
3091,113,4,20,740
3092,757,2,150,859
3093,897,49,17,633
3094,2869,49,129,635
3095,159,31,60,352
3096,786,2,177,389
3097,1804,2,44,646
3098,1840,15,107,699
3099,3169,48,163,444
3100,2299,43,108,644
3101,4079,29,36,602
3102,1543,34,133,903
3103,4209,40,39,101
3104,4355,32,40,160
3105,2155,21,96,952
3106,575,30,70,907
3107,3039,24,33,356
3108,1382,44,175,636
3109,1223,14,161,804
3110,2475,28,47,142
3111,1502,14,23,784
3112,859,44,125,548
3113,3575,34,102,946
3114,3730,14,35,412
3115,2966,25,105,258
3116,3192,12,23,970
3117,1597,41,33,665
3118,1562,40,77,615
3119,2523,20,139,120
3120,2600,48,80,812
3121,2392,42,86,645
3122,2676,7,54,98
3123,2184,15,153,215
3124,277,9,141,754
3125,3883,4,166,742
3126,3605,31,38,737
3127,2079,23,51,437
3128,4343,6,28,471
3129,4507,28,84,402
3130,4078,12,32,12
3131,4169,47,178,312
3132,1121,22,55,234
3133,4769,24,115,840
3134,2524,34,10,82
3135,3371,19,122,242
3136,4383,24,57,735
3137,1909,20,64,340
3138,3521,34,173,223
3139,4308,47,15,184
3140,4497,27,8,685
3141,4751,44,18,779
3142,3106,29,145,412
3143,498,1,147,96
3144,3588,46,117,320
3145,4194,36,12,816
3146,2414,43,92,126
3147,3801,39,15,899
3148,463,45,116,972
3149,2761,46,103,214
3150,3458,7,27,539
3151,273,43,113,490
3152,1151,20,11,49
3153,3390,20,73,267
3154,19,25,164,82
3155,1617,43,176,243
3156,3179,21,135,224
3157,4082,9,98,529
3158,412,27,126,737
3159,742,28,48,989
3160,2672,25,55,362
3161,2780,36,65,110
3162,2625,34,55,366
3163,515,2,165,389
3164,207,9,24,323
3165,948,19,34,587
3166,2442,15,125,22
3167,1829,21,48,155
3168,3599,50,90,202
3169,2168,16,161,731
3170,1657,2,153,551
3171,602,26,116,97
3172,712,44,143,303
3173,1204,29,14,161
3174,1392,33,39,724
3175,2697,34,158,995
3176,3273,46,127,603
3177,4926,27,118,701
3178,3132,7,176,441
3179,3731,49,136,673
3180,2667,15,78,56
3181,550,17,43,744
3182,4742,9,173,540
3183,3983,13,98,857
3184,1245,32,71,716
3185,3887,2,93,635
3186,4013,32,106,435
3187,2550,47,110,353
3188,3205,20,40,466
3189,846,43,8,519
3190,4546,19,78,860
3191,44,46,17,106
3192,659,27,74,871
3193,4824,36,11,911
3194,3931,30,160,603
3195,2868,11,126,669
3196,3648,16,41,342
3197,2783,26,147,860
3198,1692,30,34,83
3199,2226,2,108,848
3200,3067,34,78,409
3201,1948,41,16,952
3202,1366,22,85,38
3203,3131,31,116,32
3204,4534,21,34,845
3205,4522,36,133,798
3206,968,40,40,719
3207,1405,23,127,788
3208,486,26,92,994
3209,1756,18,25,177
3210,3631,15,110,383
3211,2969,34,36,978
3212,1580,22,67,901
3213,2796,28,145,699
3214,51,43,169,214
3215,1660,49,48,857
3216,4301,7,153,200
3217,2788,40,150,396
3218,4629,42,50,825
3219,2156,24,179,683
3220,4347,35,158,206
3221,4231,13,9,287
3222,3162,49,137,570
3223,1615,13,35,870
3224,2737,31,160,235
3225,407,19,81,592
3226,3380,29,79,428
3227,4198,22,131,950
3228,1385,41,17,988
3229,3696,21,126,688
3230,4500,16,150,828
3231,4910,30,156,551
3232,2903,5,161,81
3233,1630,41,160,161
3234,3263,41,106,112
3235,1027,6,177,600
3236,2990,21,121,523
3237,2225,42,88,492
3238,2921,50,15,398
3239,4316,11,55,874
3240,4269,24,63,471
3241,2784,28,88,264
3242,1414,15,109,743
3243,4598,39,17,915
3244,3649,46,51,88
3245,2809,40,92,366
3246,3332,47,175,215
3247,2179,19,156,560
3248,798,50,67,985
3249,2847,17,149,269
3250,930,3,73,900
3251,4819,3,58,893
3252,3092,39,146,815
3253,2263,28,19,824
3254,1334,31,142,860
3255,1275,42,154,571
3256,4584,49,99,455
3257,3481,47,17,336
3258,3343,8,85,757
3259,1218,17,69,298
3260,1465,35,146,213
3261,4409,36,48,593
3262,4175,27,171,858
3263,4771,40,167,63
3264,14,45,121,769
3265,2294,33,31,768
3266,2046,50,177,629
3267,1038,11,61,831
3268,4129,21,26,488
3269,1460,6,38,327
3270,257,48,141,852
3271,4130,21,54,535
3272,4074,28,58,385
3273,1284,17,104,747
3274,3488,18,66,314
3275,2185,11,170,613
3276,359,46,88,987
3277,3792,44,31,417
3278,4850,25,129,311
3279,3188,30,68,459
3280,4500,25,135,369
3281,1226,7,131,4
3282,2298,49,15,108
3283,278,37,28,891
3284,4208,46,33,182
3285,1987,27,12,630
3286,3545,26,23,291
3287,2794,13,72,839
3288,392,24,103,861
3289,969,12,128,694
3290,2191,14,52,649
3291,2229,9,172,84
3292,2627,31,106,173
3293,2846,4,148,563
3294,4365,19,68,957
3295,3308,1,12,737
3296,2601,29,113,737
3297,2681,45,137,643
3298,4371,6,127,183
3299,4839,1,157,266
3300,86,25,57,469
3301,3135,27,53,104
3302,4500,22,76,177
3303,2240,17,153,700
3304,3365,29,55,662
3305,2046,3,178,381
3306,1055,17,13,112
3307,3402,2,68,993
3308,3730,32,27,285
3309,2670,22,140,122
3310,276,39,58,984
3311,4747,33,96,87
3312,4091,22,19,536
3313,1106,47,56,541
3314,4682,4,8,678
3315,2933,38,166,975
3316,129,13,105,585
3317,4352,23,156,990
3318,4327,13,153,891
3319,3569,20,134,906
3320,2403,33,11,584
3321,1648,34,79,419
3322,3557,38,80,623
3323,3892,29,39,722
3324,2194,32,158,691
3325,2048,11,150,516
3326,3105,18,68,843
3327,4356,45,126,713
3328,2135,21,60,255
3329,843,12,59,653
3330,1972,39,144,915
3331,4361,20,41,531
3332,3904,7,56,939
3333,3614,27,151,99
3334,392,7,19,280
3335,2280,2,131,168
3336,901,43,90,365
3337,4684,33,88,382
3338,2495,21,111,324
3339,1153,29,81,232
3340,1295,32,158,90
3341,466,45,49,769
3342,2176,12,100,907
3343,3246,13,25,27
3344,488,39,85,43
3345,2939,44,57,652
3346,2627,49,161,596
3347,950,40,117,810
3348,4502,3,151,310
3349,1050,39,82,903
3350,4076,8,131,891
3351,4460,46,123,831
3352,1391,46,107,372
3353,1084,2,91,779
3354,4647,6,109,296
3355,1659,48,6,43
3356,4388,41,119,10
3357,1818,15,36,786
3358,191,47,106,380
3359,461,12,66,827
3360,2522,41,101,711
3361,3477,48,126,922
3362,2706,32,139,504
3363,4367,6,102,198
3364,1158,27,88,468
3365,4267,47,154,120
3366,28,13,161,922
3367,4232,23,111,13
3368,2973,10,105,991
3369,3025,14,135,476
3370,4984,3,26,407
3371,1265,12,88,575
3372,856,25,93,731
3373,4026,1,110,663
3374,1252,32,97,757
3375,4605,24,142,897
3376,3871,48,107,947
3377,1327,42,105,94
3378,1026,9,44,267
3379,362,50,118,192
3380,1219,1,152,443
3381,606,42,129,57
3382,1671,39,91,980
3383,4812,10,15,988
3384,2298,44,140,93
3385,2195,43,97,297
3386,4444,41,40,512
3387,1278,30,157,405
3388,399,5,171,361
3389,2173,4,102,327
3390,2811,45,115,908
3391,2653,8,100,205
3392,2940,16,66,192
3393,822,1,109,223
3394,4998,49,153,37
3395,945,15,151,447
3396,3479,24,157,843
3397,2780,15,91,819
3398,4430,50,137,492
3399,4451,6,131,110
3400,1197,2,87,251
3401,1213,5,16,847
3402,824,39,107,471
3403,1897,41,157,491
3404,4264,34,9,595
3405,2416,39,80,490
3406,536,32,159,363
3407,3011,29,8,159
3408,2628,29,120,511
3409,3778,24,87,666
3410,950,46,177,97
3411,3509,31,179,700
3412,4303,24,110,597
3413,544,15,160,573
3414,3901,12,39,258
3415,3754,20,148,80
3416,4225,4,144,893
3417,2083,13,84,461
3418,2867,41,79,858
3419,2247,44,47,358
3420,1837,10,32,467
3421,77,41,85,365
3422,369,23,23,94
3423,4622,7,78,488
3424,349,12,127,286
3425,4602,48,59,732
3426,4739,15,87,703
3427,4334,7,168,681
3428,1456,8,66,569
3429,2186,7,111,42
3430,3812,43,171,671
3431,3273,4,120,157
3432,3683,50,45,234
3433,1847,7,90,474
3434,1855,45,70,850
3435,2986,41,101,894
3436,4451,30,172,956
3437,2626,18,23,411
3438,2895,30,59,812
3439,559,7,116,393
3440,2897,48,50,143
3441,1918,23,8,926
3442,1255,37,29,9
3443,1682,7,67,510
3444,1815,38,115,329
3445,663,29,17,859
3446,4117,34,119,267
3447,3326,39,90,480
3448,1242,41,8,155
3449,3144,45,6,529
3450,3038,49,71,947
3451,162,49,114,923
3452,4226,47,34,283
3453,1951,18,136,490
3454,4321,47,52,742
3455,1782,43,47,959
3456,4676,25,97,269
3457,1478,27,177,263
3458,3031,27,145,477
3459,3987,12,51,355
3460,107,23,32,258
3461,2669,17,41,201
3462,4936,44,32,136
3463,1165,7,159,46
3464,1158,24,162,62
3465,2247,7,138,935
3466,667,29,124,76
3467,2127,28,13,853
3468,2942,23,138,632
3469,512,10,161,919
3470,250,16,74,454
3471,889,43,90,12
3472,1024,48,70,389
3473,4695,34,99,457
3474,4849,25,74,690
3475,600,2,9,827
3476,3023,50,24,842
3477,2531,5,144,668
3478,2884,14,106,527
3479,2065,31,106,757
3480,1759,40,140,467
3481,3570,6,124,703
3482,1243,28,53,340
3483,4330,9,68,54
3484,2296,6,101,412
3485,1926,17,43,333
3486,2063,40,44,310
3487,3396,35,35,187
3488,441,12,7,680
3489,2744,45,76,719
3490,7,18,34,520
3491,1587,43,99,5
3492,826,34,33,613
3493,3825,46,60,412
3494,1269,1,91,657
3495,3437,15,112,279
3496,3439,18,67,50
3497,1311,22,34,784
3498,4034,18,57,227
3499,1628,49,50,276
3500,1037,1,107,594
3501,478,46,141,317
3502,2679,20,11,982
3503,715,48,67,346
3504,1677,36,179,116
3505,2163,38,48,74
3506,509,25,83,473
3507,382,16,63,372
3508,1181,20,79,309
3509,1846,38,88,906
3510,4371,47,17,170
3511,1719,33,162,725
3512,1101,7,108,888
3513,1861,23,107,722
3514,2092,11,88,903
3515,718,33,113,662
3516,318,40,47,239
3517,4630,46,106,632
3518,1777,5,12,820
3519,2285,45,41,726
3520,1245,47,110,807
3521,1334,41,101,776
3522,3670,8,94,151
3523,1201,17,112,843
3524,1795,18,124,75
3525,2702,50,43,735
3526,1455,27,140,641
3527,1934,31,66,250
3528,747,4,43,837
3529,841,2,146,259
3530,2496,5,56,316
3531,1089,17,61,716
3532,793,39,153,125
3533,1268,32,27,703
3534,1551,29,136,547
3535,2691,16,175,552
3536,293,1,143,358
3537,4023,12,88,165
3538,1405,19,23,337
3539,1649,9,69,654
3540,2817,48,99,815
3541,3911,7,134,352
3542,2919,30,109,745
3543,1398,15,166,413
3544,1694,44,8,739
3545,1038,4,43,702
3546,3853,6,53,24
3547,1563,38,135,771
3548,1113,47,158,529
3549,1292,35,45,940
3550,1162,2,69,631
3551,1030,5,126,501
3552,4338,8,148,352
3553,4258,30,39,595
3554,2740,48,148,489
3555,979,19,37,724
3556,518,30,163,448
3557,4994,31,154,481
3558,783,16,65,328
3559,2832,38,112,576
3560,4181,22,167,366
3561,138,33,43,538
3562,754,50,135,718
3563,2954,22,100,87
3564,4809,8,145,955
3565,2456,37,18,954
3566,2835,12,173,408
3567,580,50,140,929
3568,3256,5,115,235
3569,3267,25,23,49
3570,4650,29,113,182
3571,396,13,146,393
3572,1938,26,103,989
3573,4906,22,65,876
3574,2590,29,168,744
3575,3035,12,71,185
3576,170,48,81,88
3577,2338,46,96,898
3578,3240,43,49,85
3579,3416,28,95,615
3580,3569,9,76,621
3581,3217,10,139,119
3582,3485,48,117,87
3583,4836,42,26,55
3584,1842,26,106,154
3585,3761,36,141,89
3586,4553,40,64,911
3587,3027,11,46,293
3588,3966,6,63,360
3589,1602,4,172,948
3590,1147,27,33,707
3591,4327,24,105,534
3592,2685,5,118,594
3593,112,50,116,695
3594,593,3,46,718
3595,2440,7,33,734
3596,1239,24,25,87
3597,2795,22,101,970
3598,2415,12,127,52
3599,2130,35,67,713
3600,2854,17,42,711
3601,2870,3,144,706
3602,3599,11,37,402
3603,3804,6,5,515
3604,1527,43,32,924
3605,1970,36,82,940
3606,952,17,121,872
3607,1503,22,63,532
3608,4468,1,53,821
3609,3337,44,49,243
3610,110,3,127,637
3611,3987,16,138,876
3612,2355,35,119,712
3613,226,14,24,51
3614,3012,49,89,242
3615,4127,7,148,401
3616,614,26,144,722
3617,99,43,56,656
3618,811,48,152,555
3619,3338,31,177,618
3620,2700,24,101,663
3621,4910,19,118,112
3622,1020,37,6,901
3623,3026,1,38,222
3624,3529,25,30,666
3625,3887,10,165,430
3626,2980,18,174,993
3627,3341,42,98,173
3628,797,1,69,346
3629,1958,29,114,346
3630,3067,13,12,674
3631,3021,4,69,184
3632,2681,12,114,395
3633,4442,48,142,284
3634,4820,19,36,312
3635,2949,26,55,197
3636,3732,44,172,566
3637,1102,38,70,932
3638,1038,16,35,70
3639,4232,44,72,709
3640,792,25,16,564
3641,4175,10,35,466
3642,1779,37,27,525
3643,4801,28,165,497
3644,982,28,12,532
3645,1266,25,128,461
3646,744,25,84,871
3647,2432,12,19,525
3648,375,8,173,820
3649,1754,36,108,114
3650,3898,39,158,863
3651,2537,24,82,729
3652,1992,23,16,382
3653,2929,37,31,194
3654,3447,11,115,206
3655,592,17,162,852
3656,4629,28,8,861
3657,2570,3,58,431
3658,2873,2,99,504
3659,1177,29,166,461
3660,1336,34,88,110
